old_ds_path,new_ds_path,tier,action
illustrations/shared/bin-wheel.svg,illustrations/empty-state/bin-wheel.svg,illustration,placed
illustrations/shared/error-2.svg,illustrations/empty-state/error-2.svg,illustration,placed
illustrations/uccp/auth-hero.svg,illustrations/uccp/auth-hero.svg,illustration,placed
illustrations/fams/auth-hero.svg,illustrations/fams/auth-hero.svg,illustration,placed
illustrations/fams/not-found.svg,illustrations/fams/not-found.svg,illustration,placed
logos/ead/logomark.svg,logos/ead/logomark.svg,brand,placed
logos/ead/logo.svg,logos/ead/logo.svg,brand,placed
logos/ead/favicon.svg,logos/ead/favicon.svg,brand,placed
logos/iwmp/logomark.svg,logos/iwmp/logomark.svg,brand,placed
logos/iwmp/tadweer.svg,logos/iwmp/tadweer.svg,brand,placed
logos/iwmp/logo.svg,logos/iwmp/logo.svg,brand,placed
logos/iwmp/favicon.svg,logos/iwmp/favicon.svg,brand,placed
logos/uccp/logomark.svg,logos/uccp/logomark.svg,brand,placed
logos/uccp/logo.svg,logos/uccp/logo.svg,brand,placed
logos/fams/logomark.svg,logos/fams/logomark.svg,brand,placed
logos/fams/logo.svg,logos/fams/logo.svg,brand,placed
logos/fams/favicon.svg,logos/fams/favicon.svg,brand,placed
icons/ui/medium.svg,icons/ui/medium.svg,glyph,placed
icons/ui/poi-sports-complex.svg,icons/poi/sports-complex.svg,glyph,placed
icons/ui/poi-post-office.svg,icons/poi/post-office.svg,glyph,placed
icons/ui/inspector.svg,illustrations/ui/inspector.svg,illustration,placed
icons/ui/vehicle-bus.svg,illustrations/vehicle/bus.svg,illustration,placed
icons/ui/file-doc.svg,icons/file/doc.svg,glyph,placed
icons/ui/view-dashboard-view.svg,icons/view/dashboard.svg,glyph,placed
icons/ui/vehicle-minivan.svg,illustrations/vehicle/minivan.svg,illustration,placed
icons/ui/docx.svg,icons/file/doc.svg,glyph,alias-of-identical
icons/ui/vehicle-scooter.svg,illustrations/vehicle/scooter.svg,illustration,placed
icons/ui/pending-reviews.svg,illustrations/ui/pending-reviews.svg,illustration,placed
icons/ui/event-idle.svg,icons/event/idle.svg,glyph,placed
icons/ui/file-xlsx.svg,icons/file/xlsx.svg,glyph,placed
icons/ui/event-zone-out.svg,icons/event/zone-out.svg,glyph,placed
icons/ui/poi-resturant.svg,icons/poi/resturant.svg,glyph,placed
icons/ui/status-moving.svg,icons/status/moving.svg,glyph,placed
icons/ui/event-door-open.svg,icons/event/door-open.svg,glyph,placed
icons/ui/avg-rectification-time.svg,icons/ui/avg-rectification-time.svg,glyph,placed
icons/ui/event-default.svg,icons/event/default.svg,glyph,placed
icons/ui/event-engine-temp-drop.svg,icons/event/engine-temp-drop.svg,glyph,placed
icons/ui/uncollected-bins.svg,illustrations/ui/uncollected-bins.svg,illustration,placed
icons/ui/event-night-time-driving.svg,icons/event/night-time-driving.svg,glyph,placed
icons/ui/total-contractors.svg,icons/ui/total-contractors.svg,glyph,placed
icons/ui/status-default.svg,icons/status/default.svg,glyph,placed
icons/ui/file-jpeg.svg,icons/file/jpeg.svg,glyph,placed
icons/ui/sla-breaches.svg,icons/ui/sla-breaches.svg,glyph,placed
icons/ui/event-engine-off.svg,icons/event/engine-off.svg,glyph,placed
icons/ui/file-webp.svg,icons/file/jpeg.svg,glyph,alias-of-identical
icons/ui/doc.svg,icons/file/doc.svg,glyph,alias-of-identical
icons/ui/vehicle-canter.svg,illustrations/vehicle/canter.svg,illustration,placed
icons/ui/incidents-reported.svg,icons/ui/incidents-reported.svg,glyph,placed
icons/ui/pending-re-rectification.svg,icons/ui/pending-re-rectification.svg,glyph,placed
icons/ui/poi-office.svg,icons/poi/office.svg,glyph,placed
icons/ui/vehicle-bike.svg,illustrations/vehicle/bike.svg,illustration,placed
icons/ui/status-stopped.svg,icons/status/stopped.svg,glyph,placed
icons/ui/urgent.svg,icons/ui/urgent.svg,glyph,placed
icons/ui/event-bin-collection.svg,icons/event/bin-collection.svg,glyph,placed
icons/ui/vehicle-minibus.svg,illustrations/vehicle/minibus.svg,illustration,placed
icons/ui/search-ins.svg,illustrations/ui/search-ins.svg,illustration,placed
icons/ui/vehicle-van.svg,illustrations/vehicle/van.svg,illustration,placed
icons/ui/poi-hospital.svg,icons/poi/hospital.svg,glyph,placed
icons/ui/vehicle-car.svg,illustrations/vehicle/car.svg,illustration,placed
icons/ui/event-fuel-drop.svg,icons/event/fuel-drop.svg,glyph,placed
icons/ui/event-zone-in.svg,icons/event/zone-in.svg,glyph,placed
icons/ui/event-bin-no-collection.svg,icons/event/bin-no-collection.svg,glyph,placed
icons/ui/poi-bus-stop.svg,illustrations/poi/bus-stop.svg,illustration,placed
icons/ui/poi-motel.svg,icons/poi/motel.svg,glyph,placed
icons/ui/view-map-view.svg,icons/view/map.svg,glyph,placed
icons/ui/event-fuel-fill.svg,icons/event/fuel-fill.svg,glyph,placed
icons/ui/event-cessation-transmission.svg,icons/event/cessation-transmission.svg,glyph,placed
icons/ui/event-stop.svg,icons/event/stop.svg,glyph,placed
icons/ui/device-fuel-detector.svg,illustrations/device/fuel-detector.svg,illustration,placed
icons/ui/poi-church.svg,icons/poi/church.svg,glyph,placed
icons/ui/jpeg.svg,icons/file/jpeg.svg,glyph,alias-of-identical
icons/ui/event-black-spot.svg,icons/event/black-spot.svg,glyph,placed
icons/ui/poi-firestation.svg,illustrations/poi/firestation.svg,illustration,placed
icons/ui/event-facility-exit.svg,icons/event/facility-exit.svg,glyph,placed
icons/ui/status-idle.svg,icons/status/idle.svg,glyph,placed
icons/ui/event-harsh-turning.svg,icons/event/harsh-turning.svg,glyph,placed
icons/ui/high.svg,icons/ui/high.svg,glyph,placed
icons/ui/event-zone-stay.svg,icons/event/zone-stay.svg,glyph,placed
icons/ui/event-overspeed.svg,icons/event/overspeed.svg,glyph,placed
icons/ui/event-engine-on.svg,icons/event/engine-on.svg,glyph,placed
icons/ui/csv.svg,icons/file/csv.svg,glyph,placed
icons/ui/xlsx.svg,icons/file/xlsx.svg,glyph,alias-of-identical
icons/ui/event-excess-idle.svg,icons/event/excess-idle.svg,glyph,placed
icons/ui/mp4.svg,icons/file/mp4.svg,glyph,placed
icons/ui/low.svg,icons/ui/low.svg,glyph,placed
icons/ui/poi-bridge.svg,icons/poi/bridge.svg,glyph,placed
icons/ui/report-inspection.svg,illustrations/ui/report-inspection.svg,illustration,placed
icons/ui/device-sensor-alarm-lock.svg,illustrations/device/sensor-alarm-lock.svg,illustration,placed
icons/ui/poi-park.svg,icons/poi/park.svg,glyph,placed
icons/ui/file-jpg.svg,icons/file/jpeg.svg,glyph,alias-of-identical
icons/ui/file-xls.svg,icons/file/xlsx.svg,glyph,alias-of-identical
icons/ui/file-docx.svg,icons/file/doc.svg,glyph,alias-of-identical
icons/ui/view-hybrid-view.svg,icons/view/hybrid.svg,glyph,placed
icons/ui/event-route-deviation.svg,icons/event/route-deviation.svg,glyph,placed
icons/ui/poi-port.svg,icons/poi/port.svg,glyph,placed
icons/ui/event-engine-temp-rise.svg,icons/event/engine-temp-rise.svg,glyph,placed
icons/ui/ins-completed.svg,illustrations/ui/ins-completed.svg,illustration,placed
icons/ui/device-fill-sensor.svg,illustrations/device/fill-sensor.svg,illustration,placed
icons/ui/view-kanban-view.svg,icons/view/kanban.svg,glyph,placed
icons/ui/file-png.svg,icons/file/png.svg,glyph,placed
icons/ui/view-selector-pattern.svg,icons/view/selector-pattern.svg,glyph,placed
icons/ui/pdf.svg,icons/file/pdf.svg,glyph,placed
icons/ui/poi-retail-store.svg,icons/poi/retail-store.svg,glyph,placed
icons/ui/ppt.svg,icons/file/ppt.svg,glyph,placed
icons/ui/device-motion-sensor-camera.svg,illustrations/device/motion-sensor-camera.svg,illustration,placed
icons/ui/poi-pin-3.svg,icons/poi/pin-3.svg,glyph,placed
icons/ui/event-facility-enter.svg,icons/event/facility-enter.svg,glyph,placed
icons/ui/event-tracker-tampering.svg,icons/event/tracker-tampering.svg,glyph,placed
icons/ui/event-trip.svg,icons/event/trip.svg,glyph,placed
icons/ui/location.svg,icons/ui/location.svg,glyph,placed
icons/ui/poi-mosque.svg,icons/poi/mosque.svg,glyph,placed
icons/ui/start-inspection.svg,illustrations/ui/start-inspection.svg,illustration,placed
icons/ui/poi-pin-2.svg,icons/poi/pin-2.svg,glyph,placed
icons/ui/event-rtdt-excess-idle.svg,icons/event/rtdt-excess-idle.svg,glyph,placed
icons/ui/event-final-eta-violation.svg,icons/event/final-eta-violation.svg,glyph,placed
icons/ui/event-door-close.svg,icons/event/door-close.svg,glyph,placed
icons/ui/jpg.svg,icons/file/jpeg.svg,glyph,alias-of-identical
icons/ui/device-temperature-sensor.svg,illustrations/device/temperature-sensor.svg,illustration,placed
icons/ui/poi-discharge-station.svg,illustrations/poi/discharge-station.svg,illustration,placed
icons/ui/pending-rectification.svg,icons/ui/pending-rectification.svg,glyph,placed
icons/ui/poi-pin-1.svg,icons/poi/pin-1.svg,glyph,placed
icons/ui/total-incidents.svg,illustrations/ui/total-incidents.svg,illustration,placed
icons/ui/file-mp4.svg,icons/file/mp4.svg,glyph,alias-of-identical
icons/ui/device-tracker.svg,illustrations/device/tracker.svg,illustration,placed
icons/ui/vehicle-tanker.svg,illustrations/vehicle/tanker.svg,illustration,placed
icons/ui/poi-airport.svg,icons/poi/airport.svg,glyph,placed
icons/ui/vehicle-container.svg,illustrations/vehicle/container.svg,illustration,placed
icons/ui/xls.svg,icons/file/xlsx.svg,glyph,alias-of-identical
icons/ui/event-harsh-breaking.svg,icons/event/harsh-breaking.svg,glyph,placed
icons/ui/file-ppt.svg,icons/file/ppt.svg,glyph,alias-of-identical
icons/ui/webp.svg,icons/file/jpeg.svg,glyph,alias-of-identical
icons/ui/png.svg,icons/file/png.svg,glyph,alias-of-identical
icons/ui/file-pdf.svg,icons/file/pdf.svg,glyph,alias-of-identical
icons/ui/view-list-view.svg,icons/view/list.svg,glyph,placed
icons/ui/poi-fuel-station.svg,icons/poi/fuel-station.svg,glyph,placed
icons/ui/poi-metro.svg,icons/poi/metro.svg,glyph,placed
icons/ui/poi-government.svg,icons/poi/government.svg,glyph,placed
icons/vehicle/hilux-marker.svg,illustrations/vehicle/hilux-marker.svg,illustration,placed
icons/vehicle/water-tanker.svg,illustrations/vehicle/water-tanker.svg,illustration,placed
icons/vehicle/horizontal-direction-drill-marker.svg,illustrations/vehicle/horizontal-direction-drill-marker.svg,illustration,placed
icons/vehicle/side-loader-compactor.svg,illustrations/vehicle/side-loader-compactor.svg,illustration,placed
icons/vehicle/scissor-lift-marker.svg,illustrations/vehicle/scissor-lift-marker.svg,illustration,placed
icons/vehicle/front-backhoe-loader-marker.svg,illustrations/vehicle/front-backhoe-loader-marker.svg,illustration,placed
icons/vehicle/air-compressor-marker.svg,illustrations/vehicle/air-compressor-marker.svg,illustration,placed
icons/vehicle/canter.svg,illustrations/vehicle/canter.svg,illustration,collision-dropped-larger(kept-existing)
icons/vehicle/mixer-marker.svg,illustrations/vehicle/mixer-marker.svg,illustration,placed
icons/vehicle/pickup-truck.svg,illustrations/vehicle/pickup-truck.svg,illustration,placed
icons/vehicle/special-equipment.svg,illustrations/vehicle/special-equipment.svg,illustration,placed
icons/vehicle/water-tanker-drinkable.svg,illustrations/vehicle/water-tanker-drinkable.svg,illustration,placed
icons/vehicle/concrete-mixer.svg,illustrations/vehicle/concrete-mixer.svg,illustration,placed
icons/vehicle/240-l-black.svg,illustrations/bin/240-l-black.svg,illustration,placed
icons/vehicle/excavator-marker.svg,illustrations/vehicle/excavator-marker.svg,illustration,placed
icons/vehicle/rough-terrain-crane-marker.svg,illustrations/vehicle/rough-terrain-crane-marker.svg,illustration,placed
icons/vehicle/wheel-loader.svg,illustrations/vehicle/wheel-loader.svg,illustration,placed
icons/vehicle/crane-marker.svg,illustrations/vehicle/crane-marker.svg,illustration,placed
icons/vehicle/bike.svg,illustrations/vehicle/bike.svg,illustration,collision-kept-smaller(replaced-larger)
icons/vehicle/dumper-truck-marker.svg,illustrations/vehicle/dumper-truck-marker.svg,illustration,placed
icons/vehicle/compactor.svg,illustrations/vehicle/compactor.svg,illustration,placed
icons/vehicle/front-backhoe-loader.svg,illustrations/vehicle/front-backhoe-loader.svg,illustration,placed
icons/vehicle/tanker-marker.svg,illustrations/vehicle/tanker-marker.svg,illustration,placed
icons/vehicle/horizontal-direction-drill.svg,illustrations/vehicle/horizontal-direction-drill.svg,illustration,placed
icons/vehicle/bronze.svg,illustrations/vehicle/bronze.svg,illustration,placed
icons/vehicle/bin-washer.svg,illustrations/bin/bin-washer.svg,illustration,placed
icons/vehicle/tripper.svg,illustrations/vehicle/tripper.svg,illustration,placed
icons/vehicle/air-compressor.svg,illustrations/vehicle/air-compressor.svg,illustration,placed
icons/vehicle/forklift.svg,illustrations/vehicle/forklift.svg,illustration,placed
icons/vehicle/tajmee-compactor.svg,illustrations/vehicle/tajmee-compactor.svg,illustration,placed
icons/vehicle/water-tanker-non-drinkable.svg,illustrations/vehicle/water-tanker-non-drinkable.svg,illustration,placed
icons/vehicle/truck-none-hazardous-waste.svg,illustrations/vehicle/truck-none-hazardous-waste.svg,illustration,placed
icons/vehicle/black-bin.svg,illustrations/bin/black-bin.svg,illustration,placed
icons/vehicle/pickup.svg,illustrations/vehicle/pickup.svg,illustration,placed
icons/vehicle/green-bin.svg,illustrations/bin/green-bin.svg,illustration,placed
icons/vehicle/heavy-hauler.svg,illustrations/vehicle/heavy-hauler.svg,illustration,placed
icons/vehicle/container.svg,illustrations/vehicle/container.svg,illustration,collision-dropped-larger(kept-existing)
icons/vehicle/bin-1-1-cbm-black.svg,illustrations/bin/bin-1-1-cbm-black.svg,illustration,placed
icons/vehicle/scissor-lift.svg,illustrations/vehicle/scissor-lift.svg,illustration,placed
icons/vehicle/bike-marker.svg,illustrations/vehicle/bike-marker.svg,illustration,placed
icons/vehicle/recovery.svg,illustrations/vehicle/recovery.svg,illustration,placed
icons/vehicle/signage-vehicle.svg,illustrations/vehicle/signage-vehicle.svg,illustration,placed
icons/vehicle/bin-3-2-cbm-green.svg,illustrations/bin/bin-3-2-cbm-green.svg,illustration,placed
icons/vehicle/bin-4-5-cbm-green.svg,illustrations/bin/bin-4-5-cbm-green.svg,illustration,placed
icons/vehicle/loader.svg,illustrations/vehicle/loader.svg,illustration,placed
icons/vehicle/bin-1-1-cbm-green.svg,illustrations/bin/bin-1-1-cbm-green.svg,illustration,placed
icons/vehicle/vehicle-3.svg,illustrations/vehicle/vehicle-3.svg,illustration,placed
icons/vehicle/gold.svg,illustrations/vehicle/gold.svg,illustration,placed
icons/vehicle/bin-4-5-cbm-black.svg,illustrations/bin/bin-4-5-cbm-black.svg,illustration,placed
icons/vehicle/trip-vehicle.svg,illustrations/vehicle/trip-vehicle.svg,illustration,placed
icons/vehicle/vehicle-2.svg,illustrations/vehicle/vehicle-2.svg,illustration,placed
icons/vehicle/cement-bulker.svg,illustrations/vehicle/cement-bulker.svg,illustration,placed
icons/vehicle/bulldozer.svg,illustrations/vehicle/bulldozer.svg,illustration,placed
icons/vehicle/hook-lift.svg,illustrations/vehicle/hook-lift.svg,illustration,placed
icons/vehicle/excavator.svg,illustrations/vehicle/excavator.svg,illustration,placed
icons/vehicle/recovery-truck.svg,illustrations/vehicle/recovery-truck.svg,illustration,placed
icons/vehicle/bin-3-2-cbm-black.svg,illustrations/bin/bin-3-2-cbm-black.svg,illustration,placed
icons/vehicle/sweeper.svg,illustrations/vehicle/sweeper.svg,illustration,placed
icons/vehicle/empty-car.svg,illustrations/vehicle/empty-car.svg,illustration,placed
icons/vehicle/concrete-pump-marker.svg,illustrations/vehicle/concrete-pump-marker.svg,illustration,placed
icons/vehicle/van-marker.svg,illustrations/vehicle/van-marker.svg,illustration,placed
icons/vehicle/non-hazardous-waste.svg,illustrations/vehicle/non-hazardous-waste.svg,illustration,placed
icons/vehicle/vehicle-1.svg,illustrations/vehicle/vehicle-1.svg,illustration,placed
icons/vehicle/container-marker.svg,illustrations/vehicle/container-marker.svg,illustration,placed
icons/vehicle/truck.svg,illustrations/vehicle/truck.svg,illustration,placed
icons/vehicle/generator.svg,illustrations/vehicle/generator.svg,illustration,placed
icons/vehicle/mini-compactor.svg,illustrations/vehicle/mini-compactor.svg,illustration,placed
icons/vehicle/bus.svg,illustrations/vehicle/bus.svg,illustration,collision-kept-smaller(replaced-larger)
icons/vehicle/cement-bulker-marker.svg,illustrations/vehicle/cement-bulker-marker.svg,illustration,placed
icons/vehicle/hook-loader.svg,illustrations/vehicle/hook-loader.svg,illustration,placed
icons/vehicle/truck-marker.svg,illustrations/vehicle/truck-marker.svg,illustration,placed
icons/vehicle/rough-terrain-crane.svg,illustrations/vehicle/rough-terrain-crane.svg,illustration,placed
icons/vehicle/tanker.svg,illustrations/vehicle/tanker.svg,illustration,collision-dropped-larger(kept-existing)
icons/vehicle/emergency-vehicle.svg,illustrations/vehicle/emergency-vehicle.svg,illustration,placed
icons/vehicle/street-sweeper.svg,illustrations/vehicle/street-sweeper.svg,illustration,placed
icons/vehicle/crane.svg,illustrations/vehicle/crane.svg,illustration,placed
icons/vehicle/bin-20-cbm.svg,illustrations/bin/bin-20-cbm.svg,illustration,placed
icons/vehicle/car-marker.svg,illustrations/vehicle/car-marker.svg,illustration,placed
icons/vehicle/tipper-truck.svg,illustrations/vehicle/tipper-truck.svg,illustration,placed
icons/vehicle/tipper.svg,illustrations/vehicle/tipper.svg,illustration,placed
icons/vehicle/hazardous-waste.svg,illustrations/vehicle/hazardous-waste.svg,illustration,placed
icons/vehicle/spider-lift.svg,illustrations/vehicle/spider-lift.svg,illustration,placed
icons/vehicle/street-washer.svg,illustrations/vehicle/street-washer.svg,illustration,placed
icons/vehicle/boomlift-marker.svg,illustrations/vehicle/boomlift-marker.svg,illustration,placed
icons/vehicle/wheel-loader-marker.svg,illustrations/vehicle/wheel-loader-marker.svg,illustration,placed
icons/vehicle/bin.svg,illustrations/bin/bin.svg,illustration,placed
icons/vehicle/hilux.svg,illustrations/vehicle/hilux.svg,illustration,placed
icons/vehicle/car.svg,illustrations/vehicle/car.svg,illustration,collision-dropped-larger(kept-existing)
icons/vehicle/dumper-truck.svg,illustrations/vehicle/dumper-truck.svg,illustration,placed
icons/vehicle/240-l-green.svg,illustrations/bin/240-l-green.svg,illustration,placed
icons/vehicle/passenger-vehicle.svg,illustrations/vehicle/passenger-vehicle.svg,illustration,placed
icons/vehicle/tripper-marker.svg,illustrations/vehicle/tripper-marker.svg,illustration,placed
icons/vehicle/side-loader-bin-washer.svg,illustrations/vehicle/side-loader-bin-washer.svg,illustration,placed
icons/vehicle/road-roller-marker.svg,illustrations/vehicle/road-roller-marker.svg,illustration,placed
icons/vehicle/tipper-with-crane.svg,illustrations/vehicle/tipper-with-crane.svg,illustration,placed
icons/vehicle/upload.svg,illustrations/vehicle/upload.svg,illustration,placed
icons/vehicle/old-bike-marker.svg,illustrations/vehicle/old-bike-marker.svg,illustration,placed
icons/vehicle/sewage-tanker.svg,illustrations/vehicle/sewage-tanker.svg,illustration,placed
icons/vehicle/crawler-crane.svg,illustrations/vehicle/crawler-crane.svg,illustration,placed
icons/vehicle/silver.svg,illustrations/vehicle/silver.svg,illustration,placed
icons/vehicle/waster-tanker-sewage.svg,illustrations/vehicle/water-tanker-sewage.svg,illustration,placed
icons/vehicle/generator-marker.svg,illustrations/vehicle/generator-marker.svg,illustration,placed
icons/vehicle/old-bike.svg,illustrations/vehicle/old-bike.svg,illustration,placed
icons/vehicle/canter-marker.svg,illustrations/vehicle/canter-marker.svg,illustration,placed
icons/vehicle/boomlift.svg,illustrations/vehicle/boomlift.svg,illustration,placed
icons/vehicle/bus-marker.svg,illustrations/vehicle/bus-marker.svg,illustration,placed
icons/vehicle/van.svg,illustrations/vehicle/van.svg,illustration,collision-dropped-larger(kept-existing)
icons/vehicle/man.svg,illustrations/vehicle/man.svg,illustration,placed
icons/vehicle/concrete-pump.svg,illustrations/vehicle/concrete-pump.svg,illustration,placed
icons/vehicle/spider-lift-marker.svg,illustrations/vehicle/spider-lift-marker.svg,illustration,placed
icons/vehicle/heavy-hauler-marker.svg,illustrations/vehicle/heavy-hauler-marker.svg,illustration,placed
icons/vehicle/non-drinkablewatertanker.svg,illustrations/vehicle/non-drinkablewatertanker.svg,illustration,placed
icons/vehicle/crawler-crane-marker.svg,illustrations/vehicle/crawler-crane-marker.svg,illustration,placed
icons/vehicle/cold-storage.svg,illustrations/vehicle/cold-storage.svg,illustration,placed
icons/vehicle/forklift-marker.svg,illustrations/vehicle/forklift-marker.svg,illustration,placed
icons/vehicle/bulldozer-marker.svg,illustrations/vehicle/bulldozer-marker.svg,illustration,placed
icons/vehicle/bin-7-cbm.svg,illustrations/bin/bin-7-cbm.svg,illustration,placed
icons/vehicle/mixer.svg,illustrations/vehicle/mixer.svg,illustration,placed
icons/vehicle/black-bin-marker.svg,illustrations/bin/black-bin-marker.svg,illustration,placed
icons/vehicle/road-roller.svg,illustrations/vehicle/road-roller.svg,illustration,placed
icons/bin/general-bin.svg,illustrations/bin/general-bin.svg,illustration,placed
icons/bin/recycle-waste-bin.svg,illustrations/bin/recycle-waste-bin.svg,illustration,placed
icons/bin/black-bin.svg,illustrations/bin/black-bin.svg,illustration,alias-of-identical
icons/bin/recycle-waste-bin-01.svg,illustrations/bin/recycle-waste-bin-01.svg,illustration,placed
icons/bin/green-bin.svg,illustrations/bin/green-bin.svg,illustration,collision-kept-smaller(replaced-larger)
icons/bin/bin-1-1-cbm-black.svg,illustrations/bin/bin-1-1-cbm-black.svg,illustration,collision-dropped-larger(kept-existing)
icons/bin/bin-3-2-cbm-green.svg,illustrations/bin/bin-3-2-cbm-green.svg,illustration,collision-dropped-larger(kept-existing)
icons/bin/bin-4-5-cbm-green.svg,illustrations/bin/bin-4-5-cbm-green.svg,illustration,collision-dropped-larger(kept-existing)
icons/bin/bin-1-1-cbm-green.svg,illustrations/bin/bin-1-1-cbm-green.svg,illustration,collision-dropped-larger(kept-existing)
icons/bin/bin-4-5-cbm-black.svg,illustrations/bin/bin-4-5-cbm-black.svg,illustration,collision-dropped-larger(kept-existing)
icons/bin/bin-3-2-cbm-black.svg,illustrations/bin/bin-3-2-cbm-black.svg,illustration,collision-dropped-larger(kept-existing)
icons/bin/bin-20-cbm.svg,illustrations/bin/bin-20-cbm.svg,illustration,collision-dropped-larger(kept-existing)
icons/bin/general-bin-01.svg,illustrations/bin/general-bin-01.svg,illustration,placed
icons/bin/bin.svg,illustrations/bin/bin.svg,illustration,collision-kept-smaller(replaced-larger)
icons/bin/bin-7-cbm.svg,illustrations/bin/bin-7-cbm.svg,illustration,collision-dropped-larger(kept-existing)
icons/workforce/workforce-profile.svg,illustrations/workforce/workforce-profile.svg,illustration,placed
icons/workforce/profile-placeholder.svg,icons/workforce/profile-placeholder.svg,glyph,placed
icons/workforce/workforce-listing.svg,icons/workforce/workforce-listing.svg,glyph,placed
icons/workforce/workforce-placeholder.svg,icons/workforce/workforce-placeholder.svg,glyph,placed
icons/status/trip-arrow.svg,icons/status/trip-arrow.svg,glyph,placed
icons/status/start-1.svg,icons/status/start-1.svg,glyph,placed
icons/status/idle.svg,icons/status/idle.svg,glyph,collision-kept-smaller(replaced-larger)
icons/status/vehicle-start.svg,icons/status/vehicle-start.svg,glyph,placed
icons/status/immobilized-icon.svg,icons/status/immobilized-icon.svg,glyph,placed
icons/status/immobilized.svg,icons/status/immobilized.svg,glyph,placed
icons/status/active.svg,icons/status/active.svg,glyph,placed
icons/status/non-reporting-icon.svg,icons/status/non-reporting-icon.svg,glyph,placed
icons/status/stopped-icon.svg,icons/status/stopped-icon.svg,glyph,placed
icons/status/marker.svg,icons/status/marker.svg,glyph,placed
icons/status/non-reporting.svg,icons/status/non-reporting.svg,glyph,placed
icons/status/stops.svg,icons/status/stops.svg,glyph,placed
icons/status/start.svg,icons/status/start.svg,glyph,placed
icons/status/idle-icon.svg,icons/status/idle-icon.svg,glyph,placed
icons/status/vehicle-start-2.svg,icons/status/vehicle-start-2.svg,glyph,placed
icons/status/active-icon.svg,icons/status/active-icon.svg,glyph,placed
icons/status/vehicle-end.svg,icons/status/vehicle-end.svg,glyph,placed
icons/status/vehicle-start-1.svg,icons/status/vehicle-start-1.svg,glyph,placed
icons/status/stopped-1.svg,icons/status/stopped-1.svg,glyph,placed
icons/status/vehicle-end-1.svg,icons/status/vehicle-end-1.svg,glyph,placed
icons/status/vehicle-end-2.svg,icons/status/vehicle-end-2.svg,glyph,placed
icons/status/stopped.svg,icons/status/stopped.svg,glyph,collision-kept-smaller(replaced-larger)
icons/poi/poi-total.svg,icons/poi/poi-total.svg,glyph,placed
icons/poi/poi-green.svg,illustrations/poi/poi-green.svg,illustration,placed
icons/poi/poi-rmcc-pending.svg,illustrations/poi/poi-rmcc-pending.svg,illustration,placed
icons/poi/poi-map-washed.svg,icons/poi/poi-map-washed.svg,glyph,placed
icons/poi/poi-left.svg,icons/poi/poi-left.svg,glyph,placed
icons/poi/poi-simple.svg,illustrations/poi/poi-simple.svg,illustration,placed
icons/poi/poi-map-pending.svg,illustrations/poi/poi-map-pending.svg,illustration,placed
icons/poi/poi-pending.svg,icons/poi/poi-pending.svg,glyph,placed
